# Granblue Fantasy: Relink ER 2.0.2 character-restricted sigils
# gem_hash<TAB>required_character_hash<TAB>gem_key<TAB>character_key
11DF14E3	978E4B18	GEEN_128_04	PL1500
0DD30EC5	978E4B18	GEEN_128_54	PL1500
843070E7	978E4B18	GEEN_128_64	PL1500
CE16D68B	978E4B18	GEEN_128_90	PL1500
7D318FF7	978E4B18	GEEN_128_91	PL1500
6CCA1FF7	978E4B18	GEEN_128_92	PL1500
3069C2FE	978E4B18	GEEN_128_93	PL1500
C66E8203	AA66178A	GEEN_129_04	PL1800
80CCCD83	AA66178A	GEEN_129_54	PL1800
5FB842E4	AA66178A	GEEN_129_64	PL1800
02B1F8C0	AA66178A	GEEN_129_90	PL1800
14C58BF1	AA66178A	GEEN_129_91	PL1800
147DA58B	AA66178A	GEEN_129_92	PL1800
66F1B128	AA66178A	GEEN_129_93	PL1800
28089A97	A3A3CB2F	GEEN_130_04	PL1900
855E7713	A3A3CB2F	GEEN_130_54	PL1900
A9D804D4	A3A3CB2F	GEEN_130_64	PL1900
AF8E7E7E	A3A3CB2F	GEEN_130_90	PL1900
B98A0F22	A3A3CB2F	GEEN_130_91	PL1900
EAA911B2	A3A3CB2F	GEEN_130_92	PL1900
98E9E6EF	A3A3CB2F	GEEN_130_93	PL1900
4C6AD990	0D21B430	GEEN_131_04	PL1600
70361EF1	0D21B430	GEEN_131_54	PL1600
6674C639	0D21B430	GEEN_131_64	PL1600
4F01D6CA	0D21B430	GEEN_131_90	PL1600
B74C207B	0D21B430	GEEN_131_91	PL1600
44D48479	0D21B430	GEEN_131_92	PL1600
BFDF838C	0D21B430	GEEN_131_93	PL1600
696226BB	F0EB77EF	GEEN_132_04	PL1700
803F64BD	F0EB77EF	GEEN_132_54	PL1700
590C19C8	F0EB77EF	GEEN_132_64	PL1700
E4F986D9	F0EB77EF	GEEN_132_90	PL1700
FB0F9037	F0EB77EF	GEEN_132_91	PL1700
A59C9613	F0EB77EF	GEEN_132_92	PL1700
B3AB43F3	F0EB77EF	GEEN_132_93	PL1700
524DE21C	296471BE	GEEN_170_04	PL2200
37B0783C	296471BE	GEEN_170_54	PL2200
67C1E5E3	296471BE	GEEN_170_64	PL2200
C4DD863A	296471BE	GEEN_170_74	PL2200
6AAE4B8F	296471BE	GEEN_170_90	PL2200
12DFD310	296471BE	GEEN_170_91	PL2200
AE9D89DF	296471BE	GEEN_170_92	PL2200
9F72BAE0	296471BE	GEEN_170_93	PL2200
3D5E4678	BAD16E3B	GEEN_171_04	PL2300
872D3AF9	BAD16E3B	GEEN_171_54	PL2300
B0634504	BAD16E3B	GEEN_171_64	PL2300
43DDE5DD	BAD16E3B	GEEN_171_74	PL2300
8ECBB0A3	BAD16E3B	GEEN_171_90	PL2300
EB4AD96D	BAD16E3B	GEEN_171_91	PL2300
DBE503C7	BAD16E3B	GEEN_171_92	PL2300
AD8CAEFB	BAD16E3B	GEEN_171_93	PL2300
C9D8BD97	718E1A14	GEEN_172_04	PL2100
AB4F7D56	718E1A14	GEEN_172_54	PL2100
CCE507E7	718E1A14	GEEN_172_64	PL2100
F1267035	718E1A14	GEEN_172_74	PL2100
B8C44D5E	718E1A14	GEEN_172_90	PL2100
3EA4134B	718E1A14	GEEN_172_91	PL2100
7E3A52A3	718E1A14	GEEN_172_92	PL2100
5D592FDD	718E1A14	GEEN_172_93	PL2100
895ABBF6	1BB37EF0	GEEN_173_90	PL2400
41AC1082	1BB37EF0	GEEN_173_93	PL2400
D8A464F1	25D46F4B	GEEN_174_90	PL2500
EB766D87	25D46F4B	GEEN_174_93	PL2500
95CC3CB8	9A8AF295	GEEN_175_90	PL2600
51E98A7C	9A8AF295	GEEN_175_93	PL2600
23953FD4	9B15CFB1	GEEN_176_90	PL2700
D8C61507	9B15CFB1	GEEN_176_93	PL2700
5A360EA8	646C3168	GEEN_177_90	PL2800
2D70C37D	646C3168	GEEN_177_93	PL2800
A8A0CBFF	74DD4C79	GEEN_178_90	PL2900
9ABD2DA5	74DD4C79	GEEN_178_93	PL2900
